id	SampleType	GrowthCondtion	Genotype	SorghumType	Variety	GrowthCondtion_Variety	Variety_GrowthCondtion	SampleType_GrowthCondtion	GrowthCondtion_SampleType	SampleType_Variety	Variety_SampleType	Variety_SampleType_GrowthCondtion	SampleType_Variety_GrowthCondtion	faith_pd
CC0223LE7Z0718176174	Rhizosphere	Low N	E7	NTJ2	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	150.0711652
CC0224FS5Z0718176196	Rhizosphere	Full N	S5	Leoti	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	111.0403329
CC0224LS5Z0718176175	Rhizosphere	Low N	S5	Leoti	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	148.280198
CC0301FG1Z0718175349	Rhizosphere	Full N	G1	BTx623	Grain	Full N_Grain	Grain_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Grain	Grain_Rhizosphere	Grain_Rhizosphere_Full N	Rhizosphere_Grain_Full N	115.648013
CC0301LG1Z0718175352	Rhizosphere	Low N	G1	BTx623	Grain	Low N_Grain	Grain_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Grain	Grain_Rhizosphere	Grain_Rhizosphere_Low N	Rhizosphere_Grain_Low N	102.6076837
CC0302FG3Z0718176197	Rhizosphere	Full N	G3	Btx642	Grain	Full N_Grain	Grain_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Grain	Grain_Rhizosphere	Grain_Rhizosphere_Full N	Rhizosphere_Grain_Full N	129.7574911
CC0302LG3Z0718176218	Rhizosphere	Low N	G3	Btx642	Grain	Low N_Grain	Grain_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Grain	Grain_Rhizosphere	Grain_Rhizosphere_Low N	Rhizosphere_Grain_Low N	169.4483943
CC0303FE17Z0718175350	Rhizosphere	Full N	E17	PI655972	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	80.41601877
CC0303LE17Z0718175353	Rhizosphere	Low N	E17	PI655972	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	120.2532203
CC0304FS10Z0718176198	Rhizosphere	Full N	S10	China17	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	151.1667026
CC0304LS10Z0718176219	Rhizosphere	Low N	S10	China17	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	169.3855767
CC0305FS2Z0718178575	Rhizosphere	Full N	S2	SanChiSan	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	150.5616037
CC0305LS2Z0718176220	Rhizosphere	Low N	S2	SanChiSan	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	151.853949
CC0306LE10Z0718176221	Rhizosphere	Low N	E10	PI297155	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	171.0137356
CC0307LS3Z0718176222	Rhizosphere	Low N	S3	ICSV700	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	172.6387263
CC0308FE9Z0718176202	Rhizosphere	Full N	E9	PI229841	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	144.1631532
CC0308LE9Z0718176223	Rhizosphere	Low N	E9	PI229841	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	170.648419
CC0309FS4Z0718176203	Rhizosphere	Full N	S4	Atlas	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	137.1902597
CC0309LS4Z0718176224	Rhizosphere	Low N	S4	Atlas	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	171.1811342
CC0310FE13Z0718176204	Rhizosphere	Full N	E13	PI297130	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	145.8035037
CC0310LE13Z0718176225	Rhizosphere	Low N	E13	PI297130	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	169.8439487
CC0311FE14Z0718175351	Rhizosphere	Full N	E14	Grassl	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	83.24440158
CC0311LE14Z0718175354	Rhizosphere	Low N	E14	Grassl	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	99.13689755
CC0312FS5Z0718176205	Rhizosphere	Full N	S5	Leoti	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	150.4727998
CC0312LS5Z0718176226	Rhizosphere	Low N	S5	Leoti	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	166.537778
CC0313FE11Z0718176206	Rhizosphere	Full N	E11	PI506069	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	123.637584
CC0313LE11Z0718176227	Rhizosphere	Low N	E11	PI506069	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	163.8740738
CC0314FS8Z0718176207	Rhizosphere	Full N	S8	Rio	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	130.0483679
CC0314LS8Z0718176229	Rhizosphere	Low N	S8	Rio	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	168.6479642
CC0315FE4Z0718176208	Rhizosphere	Full N	E4	PI329632	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	132.3320794
CC0315LE4Z0718176228	Rhizosphere	Low N	E4	PI329632	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	163.5814102
CC0316FE8Z0718176209	Rhizosphere	Full N	E8	M81e	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	144.2036314
CC0316LE8Z0718176230	Rhizosphere	Low N	E8	M81e	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	172.2599024
CC0317LE15Z0718176231	Rhizosphere	Low N	E15	PI152730	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	147.8041363
CC0318FE18Z0718176211	Rhizosphere	Full N	E18	PI510757	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	119.3554326
CC0318LE18Z0718176232	Rhizosphere	Low N	E18	PI510757	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	156.9188791
CC0319FE5Z0718176212	Rhizosphere	Full N	E5	PI35038	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	143.097987
CC0319LE5Z0718176233	Rhizosphere	Low N	E5	PI35038	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	155.1187308
CC0320FE7Z0718176213	Rhizosphere	Full N	E7	NTJ2	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	126.6890429
CC0320LE7Z0718176234	Rhizosphere	Low N	E7	NTJ2	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	152.2888333
CC0321FE1Z0718176214	Rhizosphere	Full N	E1	PI329311	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	116.3668081
CC0321LE1Z0718176235	Rhizosphere	Low N	E1	PI329311	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	168.8456708
CC0322FE6Z0718176215	Rhizosphere	Full N	E6	PI585954	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	140.5838415
CC0323FE3Z0718176216	Rhizosphere	Full N	E3	PI505735	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	131.7876766
CC0323LE3Z0718176237	Rhizosphere	Low N	E3	PI505735	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	168.8648035
CC0324FS6Z0718176217	Rhizosphere	Full N	S6	ChineseAmber	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	146.2894474
CC0324LS6Z0718176238	Rhizosphere	Low N	S6	ChineseAmber	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	161.530782
CC0401FG3Z0718176263	Rhizosphere	Full N	G3	Btx642	Grain	Full N_Grain	Grain_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Grain	Grain_Rhizosphere	Grain_Rhizosphere_Full N	Rhizosphere_Grain_Full N	117.3210734
CC0401LG3Z0718176239	Rhizosphere	Low N	G3	Btx642	Grain	Low N_Grain	Grain_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Grain	Grain_Rhizosphere	Grain_Rhizosphere_Low N	Rhizosphere_Grain_Low N	141.4482014
CC0402FG1Z0718176264	Rhizosphere	Full N	G1	BTx623	Grain	Full N_Grain	Grain_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Grain	Grain_Rhizosphere	Grain_Rhizosphere_Full N	Rhizosphere_Grain_Full N	124.9801732
CC0402LG1Z0718176240	Rhizosphere	Low N	G1	BTx623	Grain	Low N_Grain	Grain_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Grain	Grain_Rhizosphere	Grain_Rhizosphere_Low N	Rhizosphere_Grain_Low N	132.1473104
CC0403FE17Z0718176265	Rhizosphere	Full N	E17	PI655972	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	83.7593017
CC0403LE17Z0718176241	Rhizosphere	Low N	E17	PI655972	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	145.9302351
CC0404FE10Z0718176266	Rhizosphere	Full N	E10	PI297155	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	141.0921862
CC0404LE10Z0718176242	Rhizosphere	Low N	E10	PI297155	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	136.560816
CC0405FS10Z0718176267	Rhizosphere	Full N	S10	China17	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	136.6128622
CC0406FS2Z0718176268	Rhizosphere	Full N	S2	SanChiSan	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	156.2866233
CC0406LS2Z0718176244	Rhizosphere	Low N	S2	SanChiSan	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	138.2275582
CC0407FE18Z0718176270	Rhizosphere	Full N	E18	PI510757	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	120.9198441
CC0407LE18Z0718176245	Rhizosphere	Low N	E18	PI510757	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	103.9618907
CC0408FS4Z0718176269	Rhizosphere	Full N	S4	Atlas	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	108.4645473
CC0408LS4Z0718176246	Rhizosphere	Low N	S4	Atlas	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	112.3590303
CC0409FS6Z0718176271	Rhizosphere	Full N	S6	ChineseAmber	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	116.0225462
CC0409LS6Z0718176247	Rhizosphere	Low N	S6	ChineseAmber	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	93.9748633
CC0410FS5Z0718176272	Rhizosphere	Full N	S5	Leoti	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	120.9611916
CC0410LS5Z0718176248	Rhizosphere	Low N	S5	Leoti	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	102.0013776
CC0411FE7Z0718176273	Rhizosphere	Full N	E7	NTJ2	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	119.2350427
CC0411LE7Z0718176249	Rhizosphere	Low N	E7	NTJ2	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	113.029674
CC0412FE15Z0718176274	Rhizosphere	Full N	E15	PI152730	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	129.3205184
CC0412LE15Z0718176250	Rhizosphere	Low N	E15	PI152730	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	103.6959889
