SampleID	Date	SampleType	Location	Rep	Plot	GrowthCondtion	Genotype	SorghumType	Plate	GrowthCondtion_Genotype	Genotype_GrowthCondtion	Variety	Variety_GrowthCondtion	GrowthCondtion_Variety	Race	Population	Class	Race_info
CC0803FS2R0718177219	71817	Root	CentralCity	Rep8	Plot3	HighN	S2	SanChiSan	Plate79	HighN_S2	S2_HighN	Sweet	Sweet_HighN	HighN_Sweet	Bicolor	F7	Tolerant	Bicolor
CC0803LS2R0718177240	71817	Root	CentralCity	Rep8	Plot3	LowN	S2	SanChiSan	Plate79	LowN_S2	S2_LowN	Sweet	Sweet_LowN	LowN_Sweet	Bicolor	F7	Tolerant	Bicolor
CC0108FS3R0718176938	71817	Root	CentralCity	Rep1	Plot8	HighN	S3	ICSV700	Plate83	HighN_S3	S3_HighN	Sweet	Sweet_HighN	HighN_Sweet	Bicolor	Not_applicable	Tolerant	Bicolor
CC0108LS3R0718176917	71817	Root	CentralCity	Rep1	Plot8	LowN	S3	ICSV700	Plate83	LowN_S3	S3_LowN	Sweet	Sweet_LowN	LowN_Sweet	Bicolor	Not_applicable	Tolerant	Bicolor
CC0218FS3R0718176990	71817	Root	CentralCity	Rep2	Plot18	HighN	S3	ICSV700	Plate85	HighN_S3	S3_HighN	Sweet	Sweet_HighN	HighN_Sweet	Bicolor	Not_applicable	Tolerant	Bicolor
CC0307FS3R0718177000	71817	Root	CentralCity	Rep3	Plot7	HighN	S3	ICSV700	Plate88	HighN_S3	S3_HighN	Sweet	Sweet_HighN	HighN_Sweet	Bicolor	Not_applicable	Tolerant	Bicolor
CC0307LS3R0718177021	71817	Root	CentralCity	Rep3	Plot7	LowN	S3	ICSV700	Plate85	LowN_S3	S3_LowN	Sweet	Sweet_LowN	LowN_Sweet	Bicolor	Not_applicable	Tolerant	Bicolor
CC0414FS3R0718177075	71817	Root	CentralCity	Rep4	Plot14	HighN	S3	ICSV700	Plate87	HighN_S3	S3_HighN	Sweet	Sweet_HighN	HighN_Sweet	Bicolor	Not_applicable	Tolerant	Bicolor
CC0414LS3R0718177051	71817	Root	CentralCity	Rep4	Plot14	LowN	S3	ICSV700	Plate88	LowN_S3	S3_LowN	Sweet	Sweet_LowN	LowN_Sweet	Bicolor	Not_applicable	Tolerant	Bicolor
CC0513FS3R0718177095	71817	Root	CentralCity	Rep5	Plot13	HighN	S3	ICSV700	Plate84	HighN_S3	S3_HighN	Sweet	Sweet_HighN	HighN_Sweet	Bicolor	Not_applicable	Tolerant	Bicolor
CC0513LS3R0718177116	71817	Root	CentralCity	Rep5	Plot13	LowN	S3	ICSV700	Plate87	LowN_S3	S3_LowN	Sweet	Sweet_LowN	LowN_Sweet	Bicolor	Not_applicable	Tolerant	Bicolor
CC0613FS3R0718177137	71817	Root	CentralCity	Rep6	Plot13	HighN	S3	ICSV700	Plate87	HighN_S3	S3_HighN	Sweet	Sweet_HighN	HighN_Sweet	Bicolor	Not_applicable	Tolerant	Bicolor
CC0613LS3R0718177158	71817	Root	CentralCity	Rep6	Plot13	LowN	S3	ICSV700	Plate83	LowN_S3	S3_LowN	Sweet	Sweet_LowN	LowN_Sweet	Bicolor	Not_applicable	Tolerant	Bicolor
CC0711FS3R0718177204	71817	Root	CentralCity	Rep7	Plot11	HighN	S3	ICSV700	Plate87	HighN_S3	S3_HighN	Sweet	Sweet_HighN	HighN_Sweet	Bicolor	Not_applicable	Tolerant	Bicolor
CC0711LS3R0718177180	71817	Root	CentralCity	Rep7	Plot11	LowN	S3	ICSV700	Plate87	LowN_S3	S3_LowN	Sweet	Sweet_LowN	LowN_Sweet	Bicolor	Not_applicable	Tolerant	Bicolor
CC0818FS3R0718177233	71817	Root	CentralCity	Rep8	Plot18	HighN	S3	ICSV700	Plate81	HighN_S3	S3_HighN	Sweet	Sweet_HighN	HighN_Sweet	Bicolor	Not_applicable	Tolerant	Bicolor
CC0818LS3R0718177254	71817	Root	CentralCity	Rep8	Plot18	LowN	S3	ICSV700	Plate81	LowN_S3	S3_LowN	Sweet	Sweet_LowN	LowN_Sweet	Bicolor	Not_applicable	Tolerant	Bicolor
CC0120FS4R0718176949	71817	Root	CentralCity	Rep1	Plot20	HighN	S4	Atlas	Plate83	HighN_S4	S4_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F4	Sensitive	Durra
CC0120LS4R0718176928	71817	Root	CentralCity	Rep1	Plot20	LowN	S4	Atlas	Plate86	LowN_S4	S4_LowN	Sweet	Sweet_LowN	LowN_Sweet	Durra	F4	Sensitive	Durra
CC0207FS4R0718176979	71817	Root	CentralCity	Rep2	Plot7	HighN	S4	Atlas	Plate86	HighN_S4	S4_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F4	Sensitive	Durra
CC0207LS4R0718176958	71817	Root	CentralCity	Rep2	Plot7	LowN	S4	Atlas	Plate84	LowN_S4	S4_LowN	Sweet	Sweet_LowN	LowN_Sweet	Durra	F4	Sensitive	Durra
CC0309FS4R0718177002	71817	Root	CentralCity	Rep3	Plot9	HighN	S4	Atlas	Plate79	HighN_S4	S4_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F4	Sensitive	Durra
CC0309LS4R0718177023	71817	Root	CentralCity	Rep3	Plot9	LowN	S4	Atlas	Plate79	LowN_S4	S4_LowN	Sweet	Sweet_LowN	LowN_Sweet	Durra	F4	Sensitive	Durra
CC0408FS4R0718177069	71817	Root	CentralCity	Rep4	Plot8	HighN	S4	Atlas	Plate86	HighN_S4	S4_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F4	Sensitive	Durra
CC0515FS4R0718177097	71817	Root	CentralCity	Rep5	Plot15	HighN	S4	Atlas	Plate80	HighN_S4	S4_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F4	Sensitive	Durra
CC0515LS4R0718177118	71817	Root	CentralCity	Rep5	Plot15	LowN	S4	Atlas	Plate81	LowN_S4	S4_LowN	Sweet	Sweet_LowN	LowN_Sweet	Durra	F4	Sensitive	Durra
CC0622LS4R0718177167	71817	Root	CentralCity	Rep6	Plot22	LowN	S4	Atlas	Plate84	LowN_S4	S4_LowN	Sweet	Sweet_LowN	LowN_Sweet	Durra	F4	Sensitive	Durra
CC0719FS4R0718177212	71817	Root	CentralCity	Rep7	Plot19	HighN	S4	Atlas	Plate87	HighN_S4	S4_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F4	Sensitive	Durra
CC0719LS4R0718177188	71817	Root	CentralCity	Rep7	Plot19	LowN	S4	Atlas	Plate84	LowN_S4	S4_LowN	Sweet	Sweet_LowN	LowN_Sweet	Durra	F4	Sensitive	Durra
CC0813FS4R0718177228	71817	Root	CentralCity	Rep8	Plot13	HighN	S4	Atlas	Plate79	HighN_S4	S4_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F4	Sensitive	Durra
CC0813LS4R0718177249	71817	Root	CentralCity	Rep8	Plot13	LowN	S4	Atlas	Plate87	LowN_S4	S4_LowN	Sweet	Sweet_LowN	LowN_Sweet	Durra	F4	Sensitive	Durra
CC0224FS5R0718176995	71817	Root	CentralCity	Rep2	Plot24	HighN	S5	Leoti	Plate80	HighN_S5	S5_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F5	Sensitive	Durra
CC0224LS5R0718176974	71817	Root	CentralCity	Rep2	Plot24	LowN	S5	Leoti	Plate80	LowN_S5	S5_LowN	Sweet	Sweet_LowN	LowN_Sweet	Durra	F5	Sensitive	Durra
CC0312FS5R0718177004	71817	Root	CentralCity	Rep3	Plot12	HighN	S5	Leoti	Plate82	HighN_S5	S5_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F5	Sensitive	Durra
CC0312LS5R0718177025	71817	Root	CentralCity	Rep3	Plot12	LowN	S5	Leoti	Plate87	LowN_S5	S5_LowN	Sweet	Sweet_LowN	LowN_Sweet	Durra	F5	Sensitive	Durra
CC0410FS5R0718177071	71817	Root	CentralCity	Rep4	Plot10	HighN	S5	Leoti	Plate81	HighN_S5	S5_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F5	Sensitive	Durra
CC0410LS5R0718177047	71817	Root	CentralCity	Rep4	Plot10	LowN	S5	Leoti	Plate88	LowN_S5	S5_LowN	Sweet	Sweet_LowN	LowN_Sweet	Durra	F5	Sensitive	Durra
CC0524FS5R0718177106	71817	Root	CentralCity	Rep5	Plot24	HighN	S5	Leoti	Plate85	HighN_S5	S5_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F5	Sensitive	Durra
CC0524LS5R0718177127	71817	Root	CentralCity	Rep5	Plot24	LowN	S5	Leoti	Plate87	LowN_S5	S5_LowN	Sweet	Sweet_LowN	LowN_Sweet	Durra	F5	Sensitive	Durra
CC0614FS5R0718177138	71817	Root	CentralCity	Rep6	Plot14	HighN	S5	Leoti	Plate85	HighN_S5	S5_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F5	Sensitive	Durra
CC0614LS5R0718177159	71817	Root	CentralCity	Rep6	Plot14	LowN	S5	Leoti	Plate84	LowN_S5	S5_LowN	Sweet	Sweet_LowN	LowN_Sweet	Durra	F5	Sensitive	Durra
CC0707FS5R0718177200	71817	Root	CentralCity	Rep7	Plot7	HighN	S5	Leoti	Plate82	HighN_S5	S5_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F5	Sensitive	Durra
CC0707LS5R0718177176	71817	Root	CentralCity	Rep7	Plot7	LowN	S5	Leoti	Plate82	LowN_S5	S5_LowN	Sweet	Sweet_LowN	LowN_Sweet	Durra	F5	Sensitive	Durra
CC0822FS5R0718177236	71817	Root	CentralCity	Rep8	Plot22	HighN	S5	Leoti	Plate87	HighN_S5	S5_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F5	Sensitive	Durra
CC0822LS5R0718177257	71817	Root	CentralCity	Rep8	Plot22	LowN	S5	Leoti	Plate83	LowN_S5	S5_LowN	Sweet	Sweet_LowN	LowN_Sweet	Durra	F5	Sensitive	Durra
CC0117FS6R0718176946	71817	Root	CentralCity	Rep1	Plot17	HighN	S6	ChineseAmber	Plate80	HighN_S6	S6_HighN	Sweet	Sweet_HighN	HighN_Sweet	Caudatum/durra	F5	Sensitive	Intermediate
CC0213LS6R0718176964	71817	Root	CentralCity	Rep2	Plot13	LowN	S6	ChineseAmber	Plate83	LowN_S6	S6_LowN	Sweet	Sweet_LowN	LowN_Sweet	Caudatum/durra	F5	Sensitive	Intermediate
CC0324FS6R0718177016	71817	Root	CentralCity	Rep3	Plot24	HighN	S6	ChineseAmber	Plate80	HighN_S6	S6_HighN	Sweet	Sweet_HighN	HighN_Sweet	Caudatum/durra	F5	Sensitive	Intermediate
CC0324LS6R0718178585	71817	Root	CentralCity	Rep3	Plot24	LowN	S6	ChineseAmber	Plate97	LowN_S6	S6_LowN	Sweet	Sweet_LowN	LowN_Sweet	Caudatum/durra	F5	Sensitive	Intermediate
CC0409FS6R0718177070	71817	Root	CentralCity	Rep4	Plot9	HighN	S6	ChineseAmber	Plate88	HighN_S6	S6_HighN	Sweet	Sweet_HighN	HighN_Sweet	Caudatum/durra	F5	Sensitive	Intermediate
CC0409LS6R0718177046	71817	Root	CentralCity	Rep4	Plot9	LowN	S6	ChineseAmber	Plate84	LowN_S6	S6_LowN	Sweet	Sweet_LowN	LowN_Sweet	Caudatum/durra	F5	Sensitive	Intermediate
CC0519FS6R0718177101	71817	Root	CentralCity	Rep5	Plot19	HighN	S6	ChineseAmber	Plate80	HighN_S6	S6_HighN	Sweet	Sweet_HighN	HighN_Sweet	Caudatum/durra	F5	Sensitive	Intermediate
CC0617FS6R0718177141	71817	Root	CentralCity	Rep6	Plot17	HighN	S6	ChineseAmber	Plate82	HighN_S6	S6_HighN	Sweet	Sweet_HighN	HighN_Sweet	Caudatum/durra	F5	Sensitive	Intermediate
CC0721FS6R0718177214	71817	Root	CentralCity	Rep7	Plot21	HighN	S6	ChineseAmber	Plate81	HighN_S6	S6_HighN	Sweet	Sweet_HighN	HighN_Sweet	Caudatum/durra	F5	Sensitive	Intermediate
CC0812FS6R0718177227	71817	Root	CentralCity	Rep8	Plot12	HighN	S6	ChineseAmber	Plate87	HighN_S6	S6_HighN	Sweet	Sweet_HighN	HighN_Sweet	Caudatum/durra	F5	Sensitive	Intermediate
CC0812LS6R0718177248	71817	Root	CentralCity	Rep8	Plot12	LowN	S6	ChineseAmber	Plate83	LowN_S6	S6_LowN	Sweet	Sweet_LowN	LowN_Sweet	Caudatum/durra	F5	Sensitive	Intermediate
CC0114FS8R0718176943	71817	Root	CentralCity	Rep1	Plot14	HighN	S8	Rio	Plate80	HighN_S8	S8_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F2_8	Sensitive	Durra
CC0114LS8R0718176922	71817	Root	CentralCity	Rep1	Plot14	LowN	S8	Rio	Plate79	LowN_S8	S8_LowN	Sweet	Sweet_LowN	LowN_Sweet	Durra	F2_8	Sensitive	Durra
CC0211FS8R0718176983	71817	Root	CentralCity	Rep2	Plot11	HighN	S8	Rio	Plate85	HighN_S8	S8_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F2_8	Sensitive	Durra
CC0314FS8R0718177006	71817	Root	CentralCity	Rep3	Plot14	HighN	S8	Rio	Plate84	HighN_S8	S8_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F2_8	Sensitive	Durra
CC0314LS8R0718177027	71817	Root	CentralCity	Rep3	Plot14	LowN	S8	Rio	Plate83	LowN_S8	S8_LowN	Sweet	Sweet_LowN	LowN_Sweet	Durra	F2_8	Sensitive	Durra
CC0418FS8R0718177079	71817	Root	CentralCity	Rep4	Plot18	HighN	S8	Rio	Plate82	HighN_S8	S8_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F2_8	Sensitive	Durra
CC0418LS8R0718177055	71817	Root	CentralCity	Rep4	Plot18	LowN	S8	Rio	Plate84	LowN_S8	S8_LowN	Sweet	Sweet_LowN	LowN_Sweet	Durra	F2_8	Sensitive	Durra
CC0523FS8R0718177105	71817	Root	CentralCity	Rep5	Plot23	HighN	S8	Rio	Plate79	HighN_S8	S8_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F2_8	Sensitive	Durra
CC0523LS8R0718177126	71817	Root	CentralCity	Rep5	Plot23	LowN	S8	Rio	Plate87	LowN_S8	S8_LowN	Sweet	Sweet_LowN	LowN_Sweet	Durra	F2_8	Sensitive	Durra
CC0607FS8R0718177132	71817	Root	CentralCity	Rep6	Plot7	HighN	S8	Rio	Plate85	HighN_S8	S8_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F2_8	Sensitive	Durra
CC0607LS8R0718177153	71817	Root	CentralCity	Rep6	Plot7	LowN	S8	Rio	Plate79	LowN_S8	S8_LowN	Sweet	Sweet_LowN	LowN_Sweet	Durra	F2_8	Sensitive	Durra
CC0718FS8R0718177211	71817	Root	CentralCity	Rep7	Plot18	HighN	S8	Rio	Plate80	HighN_S8	S8_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F2_8	Sensitive	Durra
CC0718LS8R0718177187	71817	Root	CentralCity	Rep7	Plot18	LowN	S8	Rio	Plate87	LowN_S8	S8_LowN	Sweet	Sweet_LowN	LowN_Sweet	Durra	F2_8	Sensitive	Durra
CC0809FS8R0718177224	71817	Root	CentralCity	Rep8	Plot9	HighN	S8	Rio	Plate82	HighN_S8	S8_HighN	Sweet	Sweet_HighN	HighN_Sweet	Durra	F2_8	Sensitive	Durra
